Group,Nom,Nationalite,DDN,Titre,TypeDesign,TypeDesignCode,DDC,Acquisition,Dimensions,MST,DCU,DAU,TypeAcquisition,Sexe,Image,No Capital Nationalité,flag,
4156,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Grands projets 79/89,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,9 x 50 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4157,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Le grand Paris,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,4 x 49,9 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4158,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Créer dans le créé,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,5 x 50 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4159,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Grands projets 79/89,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,70 x 50 cm,Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4160,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Le grand Paris,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,9 x 49,9 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4161,VISUEL DESIGN JEAN WIDMER,Suisse,,"Affiche Tout néo, tout beau",Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,70 x 50 cm,Impession offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4162,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Lieux ? de travail,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,9 x 49,9 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4163,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Lieux ? de travail,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,8 x 50,8 cm",Impression offset contrecollée sur carton épais,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4164,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Grands projets 79/89,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,9 x 49,9 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4165,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Joze Plecnik architecte 1872-1957,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,7 x 50,2 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4166,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Lieux ? de travail,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,5 x 50 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4167,VISUEL DESIGN JEAN WIDMER,Suisse,,"Affiche Tout néo, tout beau",Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,70 x 51 cm,Impression offset contrecollée sur carton épais,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4168,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Joze Plecnik architecte 1872-1957,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,70 x 50 cm,Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4169,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Créer dans le créé,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"70 x 50,8 cm",Impression offset contrecollée sur carton épais,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4170,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Le grand Paris,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,9 x 49,9 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4171,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Créer dans le créé,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,70 x 50 cm,Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4172,VISUEL DESIGN JEAN WIDMER,Suisse,,"Affiche Tout néo, tout beau",Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,5 x 50,5 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4173,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Grands projets 79/89,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"70 x 49,9 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4174,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Joze Plecnik architecte 1872-1957,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,9 x 49,9 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4175,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Lieux ? de travail,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 1992,"69,8 x 49,9 cm",Impression offset,1986,1992,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4176,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Qu'est-ce que la sculpture moderne ?,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire Ancien fonds du Centre de création industrielle en 2004,160 x 120 cm,Sérigraphie,1986,2004,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4177,VISUEL DESIGN JEAN WIDMER,Suisse,,Affiche Qu'est-ce que la sculpture moderne ?,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire Ancien fonds du Centre de création industrielle en 2004,160 x 120 cm,Sérigraphie,1986,2004,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4178,VISUEL DESIGN JEAN WIDMER,Suisse,,Architecture et construction-Imaginaire technique-théorie du projet,Design Graphique/ Illustration,2,1986,Inscription à l'inventaire en 2005,70 x 50 cm,Impression offset,1986,2005,Inscription,Studio/ Group,graphic.png,suisse,switzerland.png,
4179,Nathalie DU PASQUIER,Française,"1957, Bordeaux (Gironde, France)",Chaise Nathalie,Mobilier,1,1987,"Achat grâce au CHANEL Fund for Women in the Arts and Culture - Amis du Centre Pompidou, 2019",85 x 64 x 58 cm,Bois laqué et peint,1987,2019,Achat,Femme,mobilier.png,française,france.png,
4180,Martin SZEKELY,Française,"1956, Paris (France)",Rangement Meuble Presse-papier,Mobilier,1,1987,Achat à la Galerie Neotu en 1992,140 x 56 x 38 cm,"M.D.F (Medium density fiberboard) verni.
Avec 18 tiroirs",1987,1992,Achat,Homme,mobilier.png,française,france.png,
4181,Roman CIESLEWICZ,Française depuis 1971 (Polonaise à la naissance),"1930, Lwow (Pologne) - 1996, Malakoff (Hauts-de-Seine, France)",Affiche Roman Cieslewicz,Design Graphique/ Illustration,2,1987,Achat à l'artiste en 1991,176 x 120 cm,Impression offset,1987,1991,Achat,Homme,graphic.png,française depuis 1971 (Polonaise à la naissance),fra-pol.png,
4182,Roman CIESLEWICZ,Française depuis 1971 (Polonaise à la naissance),"1930, Lwow (Pologne) - 1996, Malakoff (Hauts-de-Seine, France)",Affiche Fête de l'herbe,Design Graphique/ Illustration,2,1987,Achat à l'artiste en 1991,57 x 40 cm,Impression offset sur papier glacé,1987,1991,Achat,Homme,graphic.png,française depuis 1971 (Polonaise à la naissance),fra-pol.png,
4183,Roman CIESLEWICZ,Française depuis 1971 (Polonaise à la naissance),"1930, Lwow (Pologne) - 1996, Malakoff (Hauts-de-Seine, France)",Affiche Dans la solitude des champs de coton,Design Graphique/ Illustration,2,1987,Achat à l'artiste en 1991,118 x 79 cm,Impression offset sur papier,1987,1991,Achat,Homme,graphic.png,française depuis 1971 (Polonaise à la naissance),fra-pol.png,
4184,Roman CIESLEWICZ,Française depuis 1971 (Polonaise à la naissance),"1930, Lwow (Pologne) - 1996, Malakoff (Hauts-de-Seine, France)",Affiche L'époque la mode la morale la passion,Design Graphique/ Illustration,2,1987,Achat à l'artiste en 1991,149.5 x 99.5 cm,Impression offset,1987,1991,Achat,Homme,graphic.png,française depuis 1971 (Polonaise à la naissance),fra-pol.png,
4185,Roman CIESLEWICZ,Française depuis 1971 (Polonaise à la naissance),"1930, Lwow (Pologne) - 1996, Malakoff (Hauts-de-Seine, France)",Affiche L'époque la mode la morale la passion,Design Graphique/ Illustration,2,1987,Achat à l'artiste en 1991,150 x 120 cm,Impression offset,1987,1991,Achat,Homme,graphic.png,française depuis 1971 (Polonaise à la naissance),fra-pol.png,
4186,Roman CIESLEWICZ,Française depuis 1971 (Polonaise à la naissance),"1930, Lwow (Pologne) - 1996, Malakoff (Hauts-de-Seine, France)",Affiche Concerts-Surprise,Design Graphique/ Illustration,2,1987,Achat à l'artiste en 1991,60 x 40 cm,Impression offset,1987,1991,Achat,Homme,graphic.png,française depuis 1971 (Polonaise à la naissance),fra-pol.png,
4187,Aldo ROSSI,Italienne,"1931, Milan (Italie) - 1997, Milan (Italie)",Chaise Milano,Mobilier,1,1987,Don de M. Carlo Molteni en 2009,82 x 40 x 40 cm,Bois verni,1987,2009,Don,Homme,mobilier.png,italienne,italy.png,
4188,Gaetano PESCE,Italienne,"1939, La Spezia (Italie)",Fauteuil Feltri,Mobilier,1,1987,Don de Cassina en 1992,98 x 75 x 65 cm,Structure en feutre de laine imprégné de résine de polyester,1987,1992,Don,Homme,mobilier.png,italienne,italy.png,
4189,Martin SZEKELY,Française,"1956, Paris (France)",Rangement Présentoir à cartes postales,Mobilier,1,1987,Don de l'artiste en 1996,153 x 20 x 29 cm,M.D.F (Medium density fiberboard) verni,1987,1996,Don,Homme,mobilier.png,française,france.png,
4190,Martin SZEKELY,Française,"1956, Paris (France)",Canapé Stoléru,Mobilier,1,1987,Don de Strafor en 1996,86 x 239 x 90 cm,Structure en bois. Garniture en mousse de polyuréthane. Revêtement en textile. Patins en métal et plastique,1987,1996,Don,Homme,mobilier.png,française,france.png,
4191,Massimo IOSA GHINI,Italienne,"1959, Borgo Tossignano (Italie)",Fauteuil Juliette,Mobilier,1,1987,"Don des Amis du Centre Pompidou, Groupe d’Acquisition pour le Design, 2019","85,5 x 56 x 87 cm","Métal, rotin et plastique",1987,2019,Don,Homme,mobilier.png,italienne,italy.png,
4192,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Table M.(Série Lang),Mobilier,1,1987,Don de Driade en 1999,"hauteur: 73 cm
diamètre: 130 cm",Plateau en verre sablé et pieds en aluminium,1987,1999,Don,Homme,mobilier.png,française,france.png,
4193,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Chaise Romantica,Mobilier,1,1987,Don de l'artiste en 2005,90 x 43 x 62.5 cm,Aluminium. Dossier-assise rivetés,1987,2005,Don,Homme,mobilier.png,française,france.png,
4194,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Chaise Milch,Mobilier,1,1987,Don de l'artiste en 2005,79 x 33 x 51 cm,Tôle d'acier,1987,2005,Don,Homme,mobilier.png,française,france.png,
4195,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Etagère Miss Yee,Mobilier,1,1987,Don de l'artiste en 2005,5 x 90 x 31 cm,Tôle d'acier chromé. Cordon en soie,1987,2005,Don,Homme,mobilier.png,française,france.png,
4196,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Pied de table,Mobilier,1,1987,Don de l'artiste en 2005,72 x 14 x 14 cm,Aluminium poli,1987,2005,Don,Homme,mobilier.png,française,france.png,
4197,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Tabouret de bar Phil Lizner,Mobilier,1,1987,Don de l'artiste en 2005,74 x 43 x 50 cm,Métal,1987,2005,Don,Homme,mobilier.png,française,france.png,
4198,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Fauteuil Basic,Mobilier,1,1987,Don de l'artiste en 2005,90 x 50 x 50 cm,Bois et tube métallique,1987,2005,Don,Homme,mobilier.png,française,france.png,
4199,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Chaise longue Marlène Baudot,Mobilier,1,vers 1987,"Don de Nakamuta Yoichi, 2011",75 x 156 x 43 cm,Tôle d'acier peinte,1987,2011,Don,Homme,mobilier.png,française,france.png,
4200,Shiro KURAMATA,Japonaise,"1934, Tokyo (Japon) - 1991, Tokyo (Japon)",Fauteuil How high the moon,Mobilier,1,1986 - 1987,Don du Vitra Design Museum en 1997,75 x 95 x 85 cm,"Résille d'acier nickelé déployé, formée et soudée",1987,1997,Don,Homme,mobilier.png,japonaise,japan.png,
4201,Alain LE QUERNEC,Française,"1944, Le Faouët (Morbihan, France)",Affiche A votre santé,Design Graphique/ Illustration,2,1987,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,73 x 48 cm,Impression offset,1987,2017,Don,Homme,graphic.png,française,france.png,
4202,Jean-Philippe LENCLOS,Française,"1938, Béthune (Pas-de-Calais, France)","La géographie de la couleur, Italie",Design Graphique/ Illustration,2,1987,"Don du designer coloriste, 2010",30 x 30 cm,collage sur carton,1987,2010,Don,Homme,graphic.png,française,france.png,
4203,Jean-Philippe LENCLOS,Française,"1938, Béthune (Pas-de-Calais, France)","La géographie de la couleur, Italie",Design Graphique/ Illustration,2,1987,"Don du designer coloriste, 2010",37 x 37 cm,collage sur carton,1987,2010,Don,Homme,graphic.png,française,france.png,
4204,Jean-Philippe LENCLOS,Française,"1938, Béthune (Pas-de-Calais, France)","La géographie de la couleur, Italie",Design Graphique/ Illustration,2,1987,"Don du designer coloriste, 2010",30 x 30 cm,collage sur carton,1987,2010,Don,Homme,graphic.png,française,france.png,
4205,Philippe APELOIG,Française,"1962, France",Affiche Carte blanche,Design Graphique/ Illustration,2,1987,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,70 x 50 cm,Impression offset,1987,2017,Don,Homme,graphic.png,française,france.png,
4206,Enzo MARI,Italienne,"1932, Novare (Italie) - 2020, Milan (Italie)",Porte-cartes Mastaba,Design d'Objet,3,1987,Don de la Galerie Christine Diegoni-Zyman en 2010,"9,5 x 16,5 x 7,7 cm",Technopolymère,1987,2010,Don,Homme,objet.png,italienne,italy.png,
4207,Enzo MARI,Italienne,"1932, Novare (Italie) - 2020, Milan (Italie)",Pot à crayons Mastaba,Design d'Objet,3,1987,Don de la Galerie Christine Diegoni-Zyman en 2010,"9,5 x 16,5 x 7,7 cm",Technopolymère,1987,2010,Don,Homme,objet.png,italienne,italy.png,
4208,Enzo MARI,Italienne,"1932, Novare (Italie) - 2020, Milan (Italie)",Boîte à trombones Mastaba,Design d'Objet,3,1987,Don de la Galerie Christine Diegoni-Zyman en 2010,"3,2 x 16,5 x 7,7 cm",Technopolymère,1987,2010,Don,Homme,objet.png,italienne,italy.png,
4209,Jean-Michel FOLON,Belge,"1934, Uccle (Belgique) - 2005, Monaco (Principauté de Monaco)",Montre LE TEMPS,Design d'Objet,3,1987,Don de Swatch en 1992,"hauteur: 23 cm
diamètre: 3,5 cm","Acrylonitrile butadiene styrene (ABS) moulé par micro-injection, polychlorure de vinyle (PVC) souple",1987,1992,Don,Homme,objet.png,belge,belgium.png,
4210,Jean-Michel FOLON,Belge,"1934, Uccle (Belgique) - 2005, Monaco (Principauté de Monaco)",Montre VOIR,Design d'Objet,3,1987,Don de Swatch en 1992,"hauteur: 23 cm
diamètre: 3,5 cm","Acrylonitrile butadiene styrene (ABS) moulé par micro-injection, polychlorure de vinyle (PVC) souple",1987,1992,Don,Homme,objet.png,belge,belgium.png,
4211,Jean-Michel FOLON,Belge,"1934, Uccle (Belgique) - 2005, Monaco (Principauté de Monaco)",Montre PERSPECTIVE,Design d'Objet,3,1987,Don de Swatch en 1992,"hauteur: 23 cm
diamètre: 3,5 cm","Acrylonitrile butadiene styrene (ABS) moulé par micro-injection, polychlorure de vinyle (PVC) souple",1987,1992,Don,Homme,objet.png,belge,belgium.png,
4212,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Presse agrumes Juicy Salif,Design d'Objet,3,1987,Don d' Alessi en 1992,"hauteur: 30 cm
diamètre: 13 cm",Fonte d'aluminium moulé,1987,1992,Don,Homme,objet.png,française,france.png,
4213,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Bouilloire Hot Bertaa,Design d'Objet,3,1987,Don d' Alessi en 1992,25 x 17 x 32 cm,Fonte d'aluminium colorée avec une résine siliconée. Poignée et bec en polyamide,1987,1992,Don,Homme,objet.png,française,france.png,
4214,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Horloge Walter Wayles,Design d'Objet,3,1987,Don d' Alessi en 1994,5 x 30 x 30 cm,Matière plastique,1987,1994,Don,Homme,objet.png,française,france.png,
4215,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Portant Colonnes porteuses,Design d'Objet,3,1987,Don de la Flammarion Centre en 1997,230 x 60 cm,Aluminium. Deux colonnes et deux barres métalliques dotées d'une boule à une de leur extrémité. Une barre est percée transversalement trois fois et une autre deux fois.,1987,1997,Don,Homme,objet.png,française,france.png,
4216,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Bouton Mimi Bayou,Design d'Objet,3,1987,Don de l'artiste en 2005,"3 x 7 x 3,5 cm",Acier inox,1987,2005,Don,Homme,objet.png,française,france.png,
4217,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Accessoires de bureau Berta Youssef,Design d'Objet,3,1987,Don de l'artiste en 2005,5 x 3 x 3 cm,Acier inox,1987,2005,Don,Homme,objet.png,française,france.png,
4218,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Lampadaire,Design d'Objet,3,1987,Don de l'artiste en 2005,"34,5 x 9 x 5 cm",Aluminium poli,1987,2005,Don,Homme,objet.png,française,france.png,
4219,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Patère Chab Wellington,Design d'Objet,3,1987,Don de l'artiste en 2005,13 x 9 x 7 cm,Acier inox,1987,2005,Don,Homme,objet.png,française,france.png,
4220,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Lampadaire,Design d'Objet,3,1987,Don de l'artiste en 2005,"35,5 x 9 x 5 cm",Bois,1987,2005,Don,Homme,objet.png,française,france.png,
4221,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Equipement de la maison Plaque pour interrupteur,Design d'Objet,3,1987,Don de l'artiste en 2005,1 x 22 x 22 cm,Fonte d'aluminium,1987,2005,Don,Homme,objet.png,française,france.png,
4222,Philippe STARCK,Française,"1949, Paris (Ile-de-France, France)",Bouilloire Hot Beerta,Design d'Objet,3,1987,Don de l'artiste en 2007,"hauteur: 27 cm
diamètre: 27 cm",Bois,1987,2007,Don,Homme,objet.png,française,france.png,
4223,Pierre PAULIN,Française,"1927, Paris (Ile-de-France, France) - 2009, Montpellier (Occitanie, France)",Assiette,Design d'Objet,3,1987,Don de la Manufacture nationale de Sèvres en 2003,"28,3 x 28,3 cm",Porcelaine tendre. Cuisson à 1260°C,1987,2003,Don,Homme,objet.png,française,france.png,
4224,Pierre PAULIN,Française,"1927, Paris (Ile-de-France, France) - 2009, Montpellier (Occitanie, France)",Assiette,Design d'Objet,3,1987,Don de la Manufacture nationale de Sèvres en 2003,19 x 19 cm,Porcelaine tendre. Cuisson à 1260°C,1987,2003,Don,Homme,objet.png,française,france.png,
